example_id                              | status | run_time        |
./spec/integration_spec.rb[1:1:1:5]     | passed | 0.00153 seconds |
./spec/integration_spec.rb[1:1:1:6]     | passed | 0.00164 seconds |
./spec/integration_spec.rb[1:1:1:7]     | passed | 0.00165 seconds |
./spec/integration_spec.rb[1:1:2:1]     | passed | 0.00184 seconds |
./spec/integration_spec.rb[1:1:2:2]     | passed | 0.00238 seconds |
./spec/integration_spec.rb[1:1:3:1]     | passed | 0.02291 seconds |
./spec/integration_spec.rb[1:1:3:2]     | passed | 0.01287 seconds |
./spec/integration_spec.rb[1:1:4:1]     | passed | 0.00021 seconds |
./spec/integration_spec.rb[1:1:4:2]     | passed | 0.00019 seconds |
./spec/integration_spec.rb[1:1:4:3]     | passed | 0.00028 seconds |
./spec/integration_spec.rb[1:1:5:1]     | passed | 0.00175 seconds |
./spec/integration_spec.rb[1:1:5:2]     | passed | 0.00235 seconds |
./spec/integration_spec.rb[1:2:1]       | passed | 0.00485 seconds |
./spec/lru_spec.rb[1:1:1]               | passed | 0.00005 seconds |
./spec/lru_spec.rb[1:1:2]               | passed | 0.00006 seconds |
./spec/lru_spec.rb[1:1:3]               | passed | 0.00006 seconds |
./spec/lru_spec.rb[1:1:4]               | passed | 0.00006 seconds |
./spec/lru_spec.rb[1:2:1]               | passed | 0.00006 seconds |
./spec/lru_spec.rb[1:2:2]               | passed | 0.00006 seconds |
./spec/lru_spec.rb[1:2:3]               | passed | 0.00009 seconds |
./spec/lru_spec.rb[1:2:4]               | passed | 0.00006 seconds |
./spec/lru_spec.rb[1:3:1:1]             | passed | 0.00005 seconds |
./spec/lru_spec.rb[1:3:1:2]             | passed | 0.00008 seconds |
./spec/lru_spec.rb[1:3:1:3]             | passed | 0.00008 seconds |
./spec/lru_spec.rb[1:3:2:1]             | passed | 0.00005 seconds |
./spec/lru_spec.rb[1:3:2:2]             | passed | 0.00007 seconds |
./spec/lru_spec.rb[1:4:1]               | passed | 0.00008 seconds |
./spec/lru_spec.rb[1:5:1]               | passed | 0.00007 seconds |
./spec/lru_spec.rb[1:6:1]               | passed | 0.00008 seconds |
./spec/lru_spec.rb[1:6:2]               | passed | 0.00012 seconds |
./spec/lru_spec.rb[1:7:1]               | passed | 0.00024 seconds |
./spec/lru_spec.rb[2:1:1]               | passed | 0.00009 seconds |
./spec/lru_spec.rb[2:1:2]               | passed | 0.00052 seconds |
./spec/lru_spec.rb[2:1:3]               | passed | 0.00005 seconds |
./spec/lru_spec.rb[2:1:4]               | passed | 0.00006 seconds |
./spec/lru_spec.rb[2:2:1]               | passed | 0.00178 seconds |
./spec/lru_spec.rb[2:2:2]               | passed | 0.00006 seconds |
./spec/lru_spec.rb[2:2:3]               | passed | 0.00009 seconds |
./spec/lru_spec.rb[2:2:4]               | passed | 0.00008 seconds |
./spec/lru_spec.rb[2:3:1]               | passed | 0.00009 seconds |
./spec/node_spec.rb[1:1:1]              | passed | 0.00006 seconds |
./spec/node_spec.rb[1:2:1]              | passed | 0.00008 seconds |
./spec/node_spec.rb[1:2:2]              | passed | 0.00005 seconds |
./spec/node_spec.rb[1:2:3]              | passed | 0.00007 seconds |
./spec/node_spec.rb[1:2:4]              | passed | 0.00006 seconds |
./spec/node_spec.rb[1:2:5]              | passed | 0.00007 seconds |
./spec/node_spec.rb[1:2:6]              | passed | 0.00006 seconds |
./spec/node_spec.rb[1:2:7]              | passed | 0.00006 seconds |
./spec/node_spec.rb[1:3:1]              | passed | 0.00006 seconds |
./spec/node_spec.rb[1:3:2]              | passed | 0.00009 seconds |
./spec/node_spec.rb[1:4:1]              | passed | 0.00006 seconds |
./spec/node_spec.rb[1:5:1]              | passed | 0.00009 seconds |
./spec/node_spec.rb[1:5:2]              | passed | 0.00008 seconds |
./spec/node_spec.rb[1:5:3]              | passed | 0.00006 seconds |
./spec/node_spec.rb[1:5:4]              | passed | 0.00007 seconds |
./spec/node_spec.rb[1:5:5]              | passed | 0.00008 seconds |
./spec/node_spec.rb[1:5:6]              | passed | 0.00008 seconds |
./spec/node_spec.rb[1:5:7]              | passed | 0.00006 seconds |
./spec/node_spec.rb[1:5:8]              | passed | 0.00006 seconds |
./spec/node_spec.rb[1:5:9]              | passed | 0.00006 seconds |
./spec/node_spec.rb[1:5:10]             | passed | 0.00007 seconds |
./spec/node_spec.rb[1:5:11]             | passed | 0.00007 seconds |
./spec/node_spec.rb[1:5:12]             | passed | 0.00007 seconds |
./spec/node_spec.rb[1:5:13]             | passed | 0.00005 seconds |
./spec/node_spec.rb[1:5:14]             | passed | 0.00005 seconds |
./spec/radix_tree_spec.rb[1:1:1]        | passed | 0.0001 seconds  |
./spec/radix_tree_spec.rb[1:1:2]        | passed | 0.00011 seconds |
./spec/radix_tree_spec.rb[1:1:3]        | passed | 0.00012 seconds |
./spec/radix_tree_spec.rb[1:1:4]        | passed | 0.00011 seconds |
./spec/radix_tree_spec.rb[1:2:1]        | passed | 0.00006 seconds |
./spec/radix_tree_spec.rb[1:2:2]        | passed | 0.00008 seconds |
./spec/radix_tree_spec.rb[1:2:3]        | passed | 0.00033 seconds |
./spec/radix_tree_spec.rb[1:2:4]        | passed | 0.00009 seconds |
./spec/radix_tree_spec.rb[1:2:5]        | passed | 0.00014 seconds |
./spec/radix_tree_spec.rb[1:3:1]        | passed | 0.00028 seconds |
./spec/radix_tree_spec.rb[1:3:2]        | passed | 0.00082 seconds |
./spec/radix_tree_spec.rb[1:3:3]        | passed | 0.00061 seconds |
./spec/radix_tree_spec.rb[1:3:4]        | passed | 0.00066 seconds |
./spec/radix_tree_spec.rb[1:3:5]        | passed | 0.00062 seconds |
./spec/radix_tree_spec.rb[1:3:6]        | passed | 0.0007 seconds  |
./spec/radix_tree_spec.rb[1:3:7]        | passed | 0.00053 seconds |
./spec/radix_tree_spec.rb[1:3:8]        | passed | 0.00062 seconds |
./spec/radix_tree_spec.rb[1:3:9]        | passed | 0.00038 seconds |
./spec/radix_tree_spec.rb[1:3:10]       | passed | 0.0005 seconds  |
./spec/radix_tree_spec.rb[1:4:1]        | passed | 0.00016 seconds |
./spec/radix_tree_spec.rb[1:4:2]        | passed | 0.00045 seconds |
./spec/radix_tree_spec.rb[1:4:3]        | passed | 0.00012 seconds |
./spec/radix_tree_spec.rb[1:4:4]        | passed | 0.02104 seconds |
./spec/radix_tree_spec.rb[1:5:1]        | passed | 0.0005 seconds  |
./spec/radix_tree_spec.rb[1:5:2]        | passed | 0.00013 seconds |
./spec/radix_tree_spec.rb[1:5:3]        | passed | 0.00039 seconds |
./spec/radix_tree_spec.rb[1:6:1]        | passed | 0.00009 seconds |
./spec/radix_tree_spec.rb[1:6:2]        | passed | 0.00042 seconds |
./spec/radix_tree_spec.rb[1:6:3]        | passed | 0.00009 seconds |
./spec/radix_tree_spec.rb[1:6:4]        | passed | 0.00007 seconds |
./spec/radix_tree_spec.rb[1:6:5]        | passed | 0.00044 seconds |
./spec/route_set_spec.rb[1:1:1]         | passed | 0.0001 seconds  |
./spec/route_set_spec.rb[1:1:2]         | passed | 0.00009 seconds |
./spec/route_set_spec.rb[1:2:1]         | passed | 0.0001 seconds  |
./spec/route_set_spec.rb[1:2:2]         | passed | 0.00009 seconds |
./spec/route_set_spec.rb[1:2:3]         | passed | 0.00034 seconds |
./spec/route_set_spec.rb[1:3:1]         | passed | 0.0001 seconds  |
./spec/route_set_spec.rb[1:3:2]         | passed | 0.00008 seconds |
./spec/route_set_spec.rb[1:4:1]         | passed | 0.00012 seconds |
./spec/route_set_spec.rb[1:4:2]         | passed | 0.00012 seconds |
./spec/route_set_spec.rb[1:5:1]         | passed | 0.00029 seconds |
./spec/route_set_spec.rb[1:5:2]         | passed | 0.00015 seconds |
./spec/route_set_spec.rb[1:6:1]         | passed | 0.00012 seconds |
./spec/route_set_spec.rb[1:6:2]         | passed | 0.00011 seconds |
./spec/route_set_spec.rb[1:7:1]         | passed | 0.00014 seconds |
./spec/route_set_spec.rb[1:7:2]         | passed | 0.00011 seconds |
./spec/route_set_spec.rb[1:7:3]         | passed | 0.00008 seconds |
./spec/route_set_spec.rb[1:8:1]         | passed | 0.00019 seconds |
./spec/route_set_spec.rb[1:8:2]         | passed | 0.00009 seconds |
./spec/route_set_spec.rb[1:9:1]         | passed | 0.00012 seconds |
./spec/route_set_spec.rb[1:9:2]         | passed | 0.00009 seconds |
./spec/route_set_spec.rb[1:10:1]        | passed | 0.0002 seconds  |
./spec/route_set_spec.rb[1:10:2]        | passed | 0.0002 seconds  |
./spec/route_set_spec.rb[1:11:1]        | passed | 0.00012 seconds |
./spec/route_set_spec.rb[1:11:2]        | passed | 0.10057 seconds |
./spec/route_set_spec.rb[1:12:1]        | passed | 0.00013 seconds |
./spec/route_spec.rb[1:1:1]             | passed | 0.00009 seconds |
./spec/route_spec.rb[1:1:2]             | passed | 0.0001 seconds  |
./spec/route_spec.rb[1:1:3]             | passed | 0.00012 seconds |
./spec/route_spec.rb[1:1:4]             | passed | 0.00007 seconds |
./spec/route_spec.rb[1:1:5]             | passed | 0.00008 seconds |
./spec/route_spec.rb[1:1:6]             | passed | 0.0001 seconds  |
./spec/route_spec.rb[1:1:7]             | passed | 0.00009 seconds |
./spec/route_spec.rb[1:2:1]             | passed | 0.00008 seconds |
./spec/route_spec.rb[1:2:2]             | passed | 0.00008 seconds |
./spec/route_spec.rb[1:2:3]             | passed | 0.0001 seconds  |
./spec/route_spec.rb[1:2:4]             | passed | 0.00011 seconds |
./spec/route_spec.rb[1:3:1]             | passed | 0.00011 seconds |
./spec/route_spec.rb[1:3:2]             | passed | 0.00009 seconds |
./spec/route_spec.rb[1:3:3]             | passed | 0.00009 seconds |
./spec/route_spec.rb[1:4:1]             | passed | 0.00009 seconds |
./spec/route_spec.rb[1:4:2]             | passed | 0.00008 seconds |
./spec/route_spec.rb[1:5:1]             | passed | 0.00008 seconds |
./spec/route_spec.rb[1:5:2]             | passed | 0.00007 seconds |
./spec/route_spec.rb[1:6:1]             | passed | 0.00008 seconds |
./spec/route_spec.rb[1:6:2]             | passed | 0.0001 seconds  |
./spec/route_spec.rb[1:7:1]             | passed | 0.00008 seconds |
./spec/route_spec.rb[1:8:1]             | passed | 0.00009 seconds |
./spec/route_spec.rb[1:8:2]             | passed | 0.00011 seconds |
./spec/route_spec.rb[1:9:1]             | passed | 0.00011 seconds |
./spec/route_spec.rb[1:10:1]            | passed | 0.00009 seconds |
./spec/route_spec.rb[1:10:2]            | passed | 0.00007 seconds |
./spec/route_spec.rb[1:10:3]            | passed | 0.00011 seconds |
./spec/route_spec.rb[1:10:4]            | passed | 0.0001 seconds  |
./spec/route_spec.rb[1:10:5]            | passed | 0.00012 seconds |
./spec/route_spec.rb[1:10:6]            | passed | 0.0001 seconds  |
./spec/route_spec.rb[1:10:7]            | passed | 0.00012 seconds |
./spec/route_spec.rb[1:11:1]            | passed | 0.0001 seconds  |
./spec/route_spec.rb[1:11:2]            | passed | 0.00009 seconds |
./spec/route_spec.rb[1:11:3]            | passed | 0.00009 seconds |
./spec/route_spec.rb[1:11:4]            | passed | 0.00009 seconds |
./spec/route_spec.rb[1:11:5]            | passed | 0.00011 seconds |
./spec/route_spec.rb[1:11:6]            | passed | 0.00009 seconds |
./spec/route_spec.rb[1:11:7]            | passed | 0.00008 seconds |
./spec/route_spec.rb[1:11:8]            | passed | 0.0001 seconds  |
./spec/route_spec.rb[1:12:1]            | passed | 0.00012 seconds |
./spec/route_spec.rb[1:12:2]            | passed | 0.00008 seconds |
./spec/route_spec.rb[1:13:1]            | passed | 0.00025 seconds |
./spec/route_spec.rb[1:13:2]            | passed | 0.00008 seconds |
./spec/route_spec.rb[1:13:3]            | passed | 0.00009 seconds |
./spec/route_spec.rb[1:14:1]            | passed | 0.00014 seconds |
./spec/route_spec.rb[1:14:2]            | passed | 0.00094 seconds |
./spec/route_spec.rb[1:14:3]            | passed | 0.00017 seconds |
./spec/router_spec.rb[1:1:1]            | passed | 0.00006 seconds |
./spec/router_spec.rb[1:1:2]            | passed | 0.0001 seconds  |
./spec/router_spec.rb[1:2:1]            | passed | 0.0001 seconds  |
./spec/router_spec.rb[2:1:1]            | passed | 0.0001 seconds  |
./spec/router_spec.rb[2:1:2]            | passed | 0.0001 seconds  |
./spec/router_spec.rb[2:1:3]            | passed | 0.00011 seconds |
./spec/router_spec.rb[2:1:4]            | passed | 0.0001 seconds  |
./spec/router_spec.rb[2:1:5]            | passed | 0.00012 seconds |
./spec/router_spec.rb[2:1:6]            | passed | 0.0001 seconds  |
./spec/router_spec.rb[2:2:1]            | passed | 0.00104 seconds |
./spec/router_spec.rb[2:2:2]            | passed | 0.00182 seconds |
./spec/router_spec.rb[2:3:1]            | passed | 0.00027 seconds |
./spec/router_spec.rb[2:4:1]            | passed | 0.00012 seconds |
./spec/router_spec.rb[2:5:1]            | passed | 0.00054 seconds |
./spec/router_spec.rb[2:6:1]            | passed | 0.0001 seconds  |
./spec/router_spec.rb[2:7:1]            | passed | 0.00014 seconds |
./spec/router_spec.rb[2:7:2]            | passed | 0.00051 seconds |
./spec/router_spec.rb[2:7:3]            | passed | 0.00008 seconds |
./spec/router_spec.rb[2:7:4]            | passed | 0.00057 seconds |
./spec/router_spec.rb[2:8:1]            | passed | 0.00015 seconds |
./spec/router_spec.rb[2:8:2]            | passed | 0.00011 seconds |
./spec/router_spec.rb[2:9:1]            | passed | 0.00055 seconds |
./spec/router_spec.rb[2:10:1]           | passed | 0.00013 seconds |
./spec/router_spec.rb[2:10:2]           | passed | 0.00038 seconds |
./spec/security_spec.rb[1:1:1]          | passed | 0.00007 seconds |
./spec/security_spec.rb[1:1:2]          | passed | 0.0001 seconds  |
./spec/security_spec.rb[1:1:3]          | passed | 0.00023 seconds |
./spec/security_spec.rb[1:1:4]          | passed | 0.00014 seconds |
./spec/security_spec.rb[1:1:5]          | passed | 0.05035 seconds |
./spec/security_spec.rb[1:1:6]          | passed | 0.00011 seconds |
./spec/security_spec.rb[1:1:7]          | passed | 0.00012 seconds |
./spec/security_spec.rb[1:1:8]          | passed | 0.00013 seconds |
./spec/security_spec.rb[1:1:9]          | passed | 0.00018 seconds |
./spec/security_spec.rb[1:1:10]         | passed | 0.00013 seconds |
./spec/security_spec.rb[1:1:11]         | passed | 0.00012 seconds |
./spec/security_spec.rb[1:1:12]         | passed | 0.00017 seconds |
./spec/security_spec.rb[1:1:13]         | passed | 0.00024 seconds |
./spec/security_spec.rb[1:1:14]         | passed | 0.00012 seconds |
./spec/security_spec.rb[1:1:15]         | passed | 0.00013 seconds |
./spec/security_spec.rb[1:1:16]         | passed | 0.00017 seconds |
./spec/security_spec.rb[1:1:17]         | passed | 0.00094 seconds |
./spec/security_spec.rb[1:2:1]          | passed | 0.00498 seconds |
./spec/security_spec.rb[1:2:2]          | passed | 0.00163 seconds |
./spec/segments_spec.rb[1:1:1:1]        | passed | 0.00005 seconds |
./spec/segments_spec.rb[1:1:1:2]        | passed | 0.00007 seconds |
./spec/segments_spec.rb[1:1:1:3]        | passed | 0.00005 seconds |
./spec/segments_spec.rb[1:1:2:1]        | passed | 0.00005 seconds |
./spec/segments_spec.rb[1:2:1:1]        | passed | 0.00006 seconds |
./spec/segments_spec.rb[1:2:2:1]        | passed | 0.00007 seconds |
./spec/segments_spec.rb[1:3:1:1]        | passed | 0.00008 seconds |
./spec/segments_spec.rb[1:3:2:1]        | passed | 0.00007 seconds |
./spec/segments_spec.rb[1:3:3:1]        | passed | 0.00007 seconds |
./spec/segments_spec.rb[1:4:1:1]        | passed | 0.00008 seconds |
./spec/segments_spec.rb[1:4:2:1]        | passed | 0.00008 seconds |
./spec/segments_spec.rb[1:4:3:1]        | passed | 0.00008 seconds |
./spec/segments_spec.rb[1:5:1:1]        | passed | 0.00006 seconds |
./spec/segments_spec.rb[1:5:2:1]        | passed | 0.00009 seconds |
./spec/segments_spec.rb[1:5:3:1]        | passed | 0.00007 seconds |
./spec/string_extensions_spec.rb[1:1:1] | passed | 0.00006 seconds |
./spec/string_extensions_spec.rb[1:1:2] | passed | 0.00039 seconds |
./spec/string_extensions_spec.rb[1:1:3] | passed | 0.00008 seconds |
./spec/string_extensions_spec.rb[1:2:1] | passed | 0.00006 seconds |
./spec/string_extensions_spec.rb[1:2:2] | passed | 0.00005 seconds |
./spec/string_extensions_spec.rb[1:2:3] | passed | 0.00006 seconds |
./spec/url_helpers_spec.rb[1:1:1]       | passed | 0.00079 seconds |
./spec/url_helpers_spec.rb[1:2:1:1]     | passed | 0.00036 seconds |
./spec/url_helpers_spec.rb[1:2:1:2]     | passed | 0.00044 seconds |
./spec/url_helpers_spec.rb[1:2:2:1]     | passed | 0.00014 seconds |
./spec/url_helpers_spec.rb[1:3:1]       | passed | 0.00014 seconds |
./spec/url_helpers_spec.rb[1:4:1]       | passed | 0.00016 seconds |
./spec/url_helpers_spec.rb[1:4:2]       | passed | 0.00014 seconds |
./spec/url_helpers_spec.rb[1:4:3]       | passed | 0.00021 seconds |
./spec/url_helpers_spec.rb[1:5:1]       | passed | 0.00017 seconds |
./spec/url_helpers_spec.rb[1:5:2]       | passed | 0.00016 seconds |
./spec/url_helpers_spec.rb[1:6:1]       | passed | 0.00032 seconds |
./spec/url_helpers_spec.rb[1:6:2]       | passed | 0.00014 seconds |
./spec/url_helpers_spec.rb[1:6:3]       | passed | 0.00014 seconds |
./spec/url_helpers_spec.rb[1:6:4]       | passed | 0.00014 seconds |
./spec/url_helpers_spec.rb[1:6:5]       | passed | 0.00014 seconds |
./spec/url_helpers_spec.rb[1:7:1]       | passed | 0.00018 seconds |
./spec/url_helpers_spec.rb[1:7:2]       | passed | 0.00018 seconds |
./spec/url_helpers_spec.rb[1:7:3]       | passed | 0.00017 seconds |
./spec/url_helpers_spec.rb[1:7:4]       | passed | 0.00018 seconds |
./spec/url_helpers_spec.rb[1:7:5]       | passed | 0.00023 seconds |
./spec/url_helpers_spec.rb[1:7:6]       | passed | 0.00034 seconds |
./spec/url_helpers_spec.rb[1:7:7]       | passed | 0.00019 seconds |
./spec/url_helpers_spec.rb[1:7:8]       | passed | 0.00017 seconds |
./spec/url_helpers_spec.rb[1:7:9]       | passed | 0.00017 seconds |
./spec/url_helpers_spec.rb[1:7:10]      | passed | 0.00018 seconds |
./spec/url_helpers_spec.rb[1:8:1]       | passed | 0.00373 seconds |
./spec/url_helpers_spec.rb[1:8:2]       | passed | 0.0004 seconds  |
./spec/url_helpers_spec.rb[1:8:3]       | passed | 0.00192 seconds |
./spec/url_helpers_spec.rb[1:9:1]       | passed | 0.0002 seconds  |
./spec/url_helpers_spec.rb[1:9:2]       | passed | 0.00015 seconds |
./spec/url_helpers_spec.rb[1:10:1]      | passed | 0.00022 seconds |
./spec/version_spec.rb[1:1]             | passed | 0.00052 seconds |
